,bathrooms,sqft_living,sqft_lot,grade,condition,waterfront,view,age,UTM_X,UTM_Y,y
355,2.5,2750,9949,10,3,0,0,16,564047.3201,5278808.601,6.021189299
356,2,2360,6000,7,5,0,0,76,544305.2602,5277946.842,5.86332286
357,1.75,1750,16748,7,3,0,0,37,568294.2362,5288038.215,5.638489257
358,2.5,1830,6807,7,5,0,0,61,550808.5018,5289992.832,5.643452676
359,2,1500,8775,6,3,0,0,72,550101.4966,5258821.339,5.40654018
360,1,1980,4560,7,3,0,0,95,550230.7301,5278795.213,5.84509804
361,1.75,1140,3395,7,5,0,0,90,545566.3556,5279934.967,5.627365857
362,2.25,2260,17114,7,3,0,0,25,552764.585,5289165.563,5.781755375
363,2,1680,3813,7,4,0,0,115,553152.3743,5271307.621,5.698970004
364,1,1340,11198,8,3,0,0,81,552857.451,5287199.066,5.539013335
365,1,1560,8100,8,4,0,0,63,547693.2279,5286053.975,5.720159303
366,3.25,1380,1120,8,3,0,0,7,548878.2092,5278905.957,5.683047038
367,2.5,2940,6000,8,3,0,0,15,560110.0731,5289192.569,5.748188027
368,1,1260,10900,6,4,0,0,72,561164.7804,5260049.021,5.278753601
369,3.5,3740,11340,10,3,0,0,2,564343.602,5279178.67,6.033423755
370,1,1230,9600,7,3,0,0,63,553566.7082,5267121.201,5.593286067
371,2,1490,7770,7,4,0,0,25,568705.8065,5246528.051,5.41480628
372,3,2740,2811,8,3,0,0,12,563083.2705,5291502.783,5.694605199
373,2,1300,8400,7,4,0,0,48,551718.7701,5246287.397,5.399673721
374,1,920,8341,7,3,0,0,76,546692.9183,5261082.706,5.505082115
375,2.25,1350,980,8,3,0,0,8,551717.2562,5272050.515,5.599337133
376,1.5,1640,5650,8,3,0,0,63,556399.9798,5262001.799,5.481585936
377,1,680,1638,6,1,0,4,105,545191.7407,5270151.309,5.401400541
378,1,860,8250,7,3,0,0,75,549955.2297,5284639.188,5.537819095
379,5.25,3600,3960,7,3,0,0,44,547237.8043,5268211.374,5.808548551
380,2,1770,9685,5,3,0,0,67,549579.3824,5258194.495,5.498310554
381,2,2220,8797,7,3,0,0,38,558440.4101,5238537.012,5.414973348
382,2,1480,6075,7,5,0,0,96,554493.9671,5264506.736,5.440909082
383,2.5,2620,4050,8,3,0,0,1,549705.1648,5261129.743,5.602019817
384,2.5,2740,8336,9,4,0,0,25,562187.1281,5248878.454,5.596597096
385,1,850,6174,7,4,0,0,65,550384.0551,5287088.15,5.489255168
386,1.75,1360,8100,7,3,0,0,40,548065.0449,5286434.943,5.477121255
387,1.5,1180,1722,8,3,0,0,9,546337.8198,5267870.731,5.601516784
388,1.75,1520,6380,7,3,0,0,67,552223.6308,5282636.239,5.641474111
389,3,3070,7150,9,3,0,0,8,566988.6919,5284221.53,5.929418926
390,2.5,1340,8867,8,3,0,0,31,550469.8509,5285844.035,5.635986112
391,1,950,10723,6,4,0,0,56,565309.0526,5259971.524,5.45484486
392,1,1450,6820,6,3,0,0,68,548986.7846,5283841.793,5.574031268
393,2.5,2650,11520,8,3,0,0,27,561016.548,5281388.077,5.857332496
394,4.5,4060,10800,10,3,0,0,8,553549.4401,5252538.887,5.72427587
395,3.5,3600,5217,9,3,0,0,68,553652.1405,5274190.899,6.130333768
396,2.5,2200,9099,8,3,0,0,21,558109.0175,5286915.813,5.767155866
397,1.5,2360,6750,7,5,0,0,89,550125.2767,5282317.667,5.846646329
398,1.75,1630,9403,7,3,0,0,32,551262.3565,5289518.885,5.553276046
399,1,1010,6120,7,3,0,0,75,552832.888,5281652.525,5.740362689
400,2.5,2300,7800,9,3,0,2,18,563416.7131,5281547.139,5.867467488
401,1,1150,5000,7,4,0,0,91,551258.3835,5281471.71,5.741939078
402,1.5,2670,11250,8,4,0,0,67,550106.2992,5284518.226,5.759667845
403,4,5120,4600,11,3,0,2,7,558289.977,5283827.64,6.190331698
404,2.5,2390,6426,9,3,0,0,16,558937.4252,5234196.305,5.556061159
405,1.75,960,8863,6,5,0,0,66,553509.893,5265108.945,5.40654018
406,2,2310,10525,7,5,0,0,50,562004.4087,5280253.67,5.797267541
407,1.75,2110,7129,8,3,0,0,33,567345.723,5285781.813,5.73239376
408,2,2200,3060,7,3,0,0,107,553857.701,5268201.993,5.553883027
409,1,860,8189,6,3,0,0,67,552033.7249,5287080.474,5.475380593
410,1,1250,8450,7,4,0,0,61,547896.5283,5261259.147,5.522444234
411,1,1220,3000,7,3,0,0,89,547658.1464,5281185.452,5.698100546
412,2.5,1600,1311,8,3,0,0,10,545474.6862,5282057.135,5.667452953
413,2.5,2240,7589,8,3,0,0,21,559856.6326,5247965.091,5.51851394
414,2.75,3090,12031,9,5,0,0,47,558254.5745,5264820.868,6.068185862
415,1.5,1750,7000,8,3,0,0,32,549431.582,5239910.501,5.414973348
416,1,1270,6000,7,3,0,0,76,545586.3732,5277378.778,5.62838893
417,1.75,1150,2723,7,4,0,0,92,550930.6788,5276033.741,5.591064607
418,3.25,3230,3825,9,3,0,0,1,545635.058,5280746.869,6.025100961
419,1.75,1540,8311,7,4,0,0,65,553039.2624,5283710.649,5.70969387
420,1,2360,5012,7,3,0,0,51,546330.8527,5268748.712,5.725911632
421,4.5,4850,10584,10,3,1,4,8,566908.5983,5271593.681,6.552303109
422,2.5,1460,1319,8,3,0,0,13,548844.315,5282940.301,5.602059991
423,1.75,1260,5300,7,4,0,0,64,548935.3381,5281040.453,5.799340549
424,1.75,1900,3783,7,5,0,0,88,551516.8603,5269203.409,5.788875116
425,2,2130,2620,7,5,0,0,96,549113.0179,5277774.241,5.785329835
426,4.5,2690,7350,7,5,0,0,66,551687.3236,5283876.303,5.698970004
427,2.5,2770,8642,9,4,0,0,28,564121.9146,5278853.883,5.957846634
428,2.5,4410,14034,9,4,0,2,50,551068.5761,5242903.027,5.673941999
429,1,1850,5000,7,3,0,0,93,548717.809,5280127.224,5.78604121
430,1.5,1180,834,8,3,0,0,6,548310.4235,5283980.622,5.511883361
431,2.5,1760,3710,8,3,0,0,27,562982.0426,5287022.215,5.58546073
432,1.5,1120,11430,7,4,0,0,52,560805.5465,5251098.011,5.357839597
433,3,2420,13959,8,4,0,0,27,557716.8769,5288645.854,5.51851394
434,2.25,1960,10400,8,4,0,0,30,545946.8646,5240893.656,5.45484486
435,1.5,1730,9230,7,3,0,0,53,561496.8814,5257118.22,5.457881897
436,2.5,2250,7294,8,3,0,0,21,559612.729,5234758.797,5.489817908
437,1.75,2340,5500,9,3,0,2,27,551146.8591,5277080.414,5.992207889
438,2.25,2160,8114,8,3,0,0,55,548751.0045,5285118.006,5.72427587
439,2,2350,15021,8,4,0,0,39,558662.1856,5276673.336,6.113943352
440,1,1610,8579,7,4,0,0,53,562486.4397,5256206.169,5.311753861
441,1.75,1380,10529,7,3,0,0,48,557532.4143,5284564.795,5.537819095
442,2,1020,1204,7,3,0,0,11,546955.7742,5265863.965,5.376576957
443,1,1150,7560,6,4,0,0,57,561500.7302,5256751.476,5.33243846
444,2,1580,7300,7,4,0,0,60,550360.3187,5289822.199,5.607562243
445,1,790,5985,6,3,0,0,71,557244.4753,5260353.926,5.301029996
446,3.5,2815,5619,9,3,0,0,3,559802.8434,5253243.928,5.678973376
447,1.75,1410,4080,7,4,0,0,88,551047.9646,5279791.534,5.733197265
448,1,1280,12928,6,3,0,0,73,545416.5014,5241067.364,5.447002898
449,2.25,1500,5393,7,3,0,0,16,555752.15,5242967.756,5.33243846
450,1,800,7150,5,3,0,0,82,558577.4454,5247552.082,5.243038049
451,2.75,1830,3420,8,3,0,0,3,552249.2561,5246069.804,5.431041945
452,2.5,2810,4932,8,3,0,0,12,557913.6591,5291459.943,5.722633923
453,1,920,4800,6,4,0,0,89,547872.8689,5282454.287,5.69019608
454,2.25,3530,17450,9,3,1,3,85,559231.2033,5265008.518,6.374198258
455,2.5,2810,9800,8,4,0,0,42,564011.5217,5268382.281,5.916453949
456,1,840,5265,6,5,0,0,46,569315.3117,5246068.385,5.320146286
457,1.75,1530,8000,7,3,0,0,37,565276.8337,5283001.593,5.675778342
458,1.5,1580,8468,7,4,0,0,44,554321.11,5242487.58,5.423245874
459,1.5,1580,14040,7,3,0,0,35,555421.0419,5238007.712,5.422425676
460,2.5,2110,3825,7,3,0,0,2,569322.3856,5245468.27,5.514547753
461,1.75,1640,17583,7,3,0,0,46,559766.5624,5286154.582,5.612783857
462,2.25,2140,9990,8,4,0,0,53,553021.9291,5244120.627,5.431363764
463,3.5,2473,9282,7,5,0,1,52,552219.0305,5249470.478,5.53529412
464,3.5,3350,9681,7,3,0,1,35,551161.4186,5249594.541,5.602059991
465,1,1450,4500,7,4,0,0,94,545338.8132,5280233.282,5.720985744
466,1.75,1850,14986,6,3,0,0,72,564186.6986,5259269.992,5.51851394
467,2.25,1870,7700,7,3,0,0,38,565506.1831,5282626.254,5.716003344
468,1,1720,4011,7,4,0,0,111,545340.5456,5280011.004,5.698970004
469,1.75,2120,6250,7,5,0,0,98,546273.1604,5266536.495,5.748188027
470,3.5,2480,3200,10,3,0,0,5,552097.7722,5271531.514,5.959041392
471,1.75,1610,11200,7,3,0,0,60,561864.4403,5279296.282,5.653212514
472,2.75,2540,8250,7,4,0,0,62,557142.8896,5270734.034,5.880956429
473,3.25,3460,7749,10,3,0,1,65,554560.2055,5281535.098,6.243038049
474,3,2580,6740,8,3,0,0,16,561462.2788,5253227.734,5.556302501
475,3.25,1370,913,8,3,0,0,9,546036.0498,5267979.488,5.591064607
476,2.5,2420,7744,9,3,0,0,21,561716.9474,5264834.169,5.77815125
477,2.25,1620,6000,7,3,0,0,17,560497.8477,5236979.542,5.393575203
478,2.25,1590,9200,7,4,0,0,36,561698.2616,5237903.355,5.352182518
479,1.75,1070,9000,7,4,0,0,37,565125.1541,5283144.39,5.558108302
480,1,1020,4200,6,5,0,0,92,545838.0141,5264454.686,5.59439255
481,2.75,1990,3750,7,4,0,0,102,548191.7969,5280189.53,5.930439595
482,2.75,3340,12690,10,3,0,0,59,554804.614,5279492.263,6.112269768
483,3,1460,1452,8,3,0,0,8,545921.5729,5263399.484,5.640481437
484,3,1500,1473,8,3,0,0,15,552236.9755,5272777.597,5.610660163
485,2.25,1950,3600,8,5,0,0,104,547849.6249,5276152.105,5.929418926
486,1.75,1990,9594,8,3,0,0,38,564795.4404,5279061.417,5.705436047
487,2.5,1912,5000,8,3,0,0,3,554756.3147,5244436.596,5.547774705
488,3,2240,8504,7,3,0,0,23,552858.6655,5287065.698,5.527629901
489,2.5,1650,6684,7,3,0,0,24,561566.246,5250505.752,5.428134794
490,2.5,1630,5361,7,3,0,0,16,553100.0436,5268795.241,5.514547753
491,3.5,3200,7605,9,3,0,2,2,550835.5092,5243645.652,5.866287339
492,2.5,2210,7000,8,4,0,0,30,565449.143,5254171.152,5.614897216
493,1.75,1770,9011,7,5,0,0,32,569768.0861,5246095.969,5.423163924
494,2.75,2840,11900,9,4,0,3,54,546218.5682,5263924.196,5.897627091
495,1.5,2390,4000,9,3,0,0,79,554060.1673,5278807.295,5.990338855
496,2.5,1930,7120,7,4,0,0,54,549449.9402,5291114.805,5.635986112
497,2,1880,8494,7,4,0,0,47,560712.306,5274571.388,5.934498451
498,1.75,2300,11700,9,4,0,0,38,568061.073,5275919.721,5.788875116
499,2.5,1980,6568,8,3,0,0,11,567443.8115,5283793.295,5.805160902
500,2.25,3960,8640,9,3,0,2,90,552286.8049,5275601.169,6.14479519
501,1.75,2840,16851,8,3,0,3,65,553447.217,5288293.731,5.643452676
502,1,930,5000,7,3,0,3,89,546062.5904,5264612.052,5.84509804
503,2,2080,4000,6,4,0,0,106,552031.8127,5270497.268,5.669316881
504,2,1060,651,7,3,0,0,8,549158.7147,5281253.516,5.607455023
505,3.25,1340,1151,7,3,0,0,7,549076.5338,5282097.539,5.542825427
506,2.25,1790,7700,7,4,0,0,39,562397.743,5285570.925,5.640978057
507,1.75,2950,9025,8,4,0,2,40,558281.5031,5284672.298,5.799340549
508,3.25,4580,4838,11,4,0,3,24,548531.6948,5275435.301,6.462397998
509,2.5,1920,1896,8,3,0,3,15,548352.7315,5278890.453,5.892651034
510,2.25,1660,3478,7,4,0,0,86,547137.2867,5280625.475,5.792391689
511,1,810,5100,6,3,0,0,60,549262.7167,5286689.507,5.359835482
512,1.75,1630,4275,7,3,0,3,107,550882.6545,5281523.984,5.753583059
513,2.5,3020,6068,9,3,0,0,9,562934.3954,5291412.242,5.787814567
514,1.75,1980,13503,9,4,0,2,63,566843.0977,5270748.18,5.908485019
515,1.75,1490,6930,7,4,0,0,25,561986.7356,5246408.913,5.389166084
516,1,900,4600,6,3,0,0,64,547949.6462,5282243.741,5.568201724
517,2.5,2040,8400,8,3,0,0,52,562449.1573,5266753.702,5.698970004
518,3,2880,3750,9,3,0,0,106,553355.0286,5273810.272,6
519,2,2220,8229,7,4,0,0,57,558886.7371,5246821.623,5.439332694
520,2.5,1741,1439,8,3,0,0,8,559341.2623,5283738.245,5.680335513
521,3,3110,7231,8,3,0,0,18,561127.2353,5241920.801,5.565257343
522,3.5,1500,1249,8,3,0,0,11,547066.364,5280113.628,5.689308859
523,1.75,2140,13260,7,3,0,0,67,548720.8527,5261754.983,5.531478917
524,1.5,1360,7488,7,4,0,0,40,554776.6885,5242247.29,5.376576957
525,3,1520,7500,7,3,0,0,48,561414.4382,5286349.621,5.662757832
526,4.5,4300,19844,11,3,0,0,30,557330.9605,5274548.256,6.397940009
527,1.75,1540,7200,7,3,0,0,49,552272.5571,5243447.074,5.344392274
528,1.75,1860,7700,8,4,0,0,51,566717.9121,5275115.003,5.755874856
529,2.25,2420,7548,8,4,0,0,48,547163.7296,5239936.365,5.450249108
530,2.25,1715,6819,7,3,0,0,20,550868.718,5239800.48,5.410777233
531,4.5,4230,6420,8,4,0,3,99,547405.1638,5275381.567,6.165837625
532,3.5,1660,2298,8,3,0,0,6,544892.931,5269893.372,5.783903579
533,1,1540,7350,6,4,0,0,46,549865.3167,5242248.096,5.204119983
534,3.5,2130,6150,8,5,0,2,107,544684.3952,5277471.816,5.913283902
535,1,870,6150,6,3,0,0,74,549155.666,5263781.434,5.389166084
536,1.75,1900,13122,7,3,1,4,61,556622.5452,5262348.501,5.939019776
537,1.5,1340,6200,6,5,0,0,56,566197.7939,5274597.773,5.676606742
538,2.5,2720,16454,9,5,0,1,52,558990.7201,5266462.116,6.105510185
539,1.75,2340,5080,7,5,0,0,91,551042.9911,5280358.341,5.755874856
540,1.75,1760,4125,7,4,0,3,88,548640.7917,5280359.987,5.837903945
541,2.75,3600,9675,9,4,0,2,38,559189.7471,5269098.332,6
542,2,1850,11700,8,4,0,0,46,566313.091,5257793.178,5.58546073
543,2.25,1800,7200,7,3,0,0,36,546752.5019,5291114.653,5.67669361
544,3.5,1494,1262,8,3,0,0,4,550734.9829,5281244.825,5.812913357
545,2.75,2610,4400,8,5,0,0,95,553129.282,5273841.554,5.949390007
546,1.75,1270,4815,6,3,0,0,93,551917.2925,5266461.666,5.413299764
547,2,1900,8240,7,2,0,0,51,552815.1121,5283608.574,5.484299839
548,1.75,1970,8200,8,5,0,0,52,547737.03,5289844.473,5.73239376
549,3.25,3740,11536,9,4,0,0,31,567102.8934,5267772.315,5.961685387
550,2.5,2820,9375,8,4,0,0,47,565584.8714,5268955.493,5.722387094
551,2,2020,8100,7,4,0,0,69,552712.8501,5286608.661,5.568201724
552,4.25,1960,3565,7,3,0,0,75,546318.1509,5270349.086,5.73239376
553,1,1400,4800,6,4,0,0,98,545822.3266,5266455.141,5.638489257
554,3.5,5110,10018,10,3,0,0,12,562241.078,5286191.696,5.812913357
555,1.5,1400,9600,7,4,0,0,51,553158.2063,5237386.714,5.322219295
556,1.5,1200,9720,7,4,0,0,50,563884.0977,5252464.463,5.384711743
557,2.5,2495,4400,8,3,0,0,8,554216.6247,5237418.58,5.426511261
558,1.75,1720,4050,7,5,0,0,109,551489.8265,5280762.41,5.759667845
559,2.5,3180,13118,11,4,0,0,29,557949.1114,5265262.419,6.079181246
560,2,1610,5000,7,5,0,0,69,545185.577,5280632.214,5.799340549
561,2.5,2390,6928,8,4,0,3,66,545857.0074,5262031.922,5.896250562
562,2.5,1782,1577,7,3,0,0,15,552432.2832,5284460.95,5.5132176
563,2,1470,7000,8,4,0,0,48,553675.5191,5246994.016,5.33243846
564,1.75,1730,7200,6,4,0,0,71,557673.1397,5247387.538,5.354972325
565,2,1360,4688,7,3,0,0,71,551405.7294,5281784.225,5.688419822
566,1,1730,7350,6,4,0,0,45,552343.8442,5243925.615,5.428053761
567,3.25,3730,10626,10,4,0,4,52,558530.72,5274804.71,6.403977964
568,1.5,850,2500,7,3,0,0,29,548138.5101,5268452.133,5.469822016
569,1,1220,7980,6,3,0,0,71,557472.294,5260167.211,5.217483944
570,2.5,1400,4400,7,3,0,0,85,547775.792,5266815.335,5.602005701
571,3,3910,16200,9,4,0,0,55,558821.6108,5275763.521,6.19368103
572,1,1300,11520,6,3,0,0,57,560416.2583,5281370.694,5.774516966
573,1.75,1920,7986,7,3,0,0,63,551147.8135,5285505.407,5.643452676
574,0.75,760,10079,5,5,1,4,79,542351.5612,5257359.791,5.568084331
575,2.5,2000,3600,6,3,0,0,28,552997.8745,5271761.916,5.644438589
576,2.5,1780,6000,7,3,0,0,24,552685.5461,5247940.881,5.243038049
577,2.5,2500,11070,8,4,0,2,51,550314.6465,5242718.709,5.579783597
578,2.5,1690,1200,8,3,0,0,2,547638.0915,5265247.083,5.612677918
579,3,2040,7145,8,3,0,0,21,562638.8801,5241892.231,5.45331834
580,1.75,2040,8173,7,3,0,0,57,550000.8443,5288051.827,5.550228353
581,2.75,1960,4635,7,4,0,0,47,553778.0793,5268679.187,5.759667845
582,2.5,2400,7292,8,3,0,0,35,549521.6358,5291493.323,5.618048097
583,1.75,1930,10183,8,4,0,0,40,565068.67,5268027.171,5.765668555
584,1.5,2110,5195,7,3,0,0,56,553744.765,5264121.906,5.567026366
585,2.5,2990,6771,7,3,0,0,12,548705.7664,5263566.496,5.571708832
586,1,1630,5000,7,3,0,0,61,553045.7226,5266494.031,5.505149978
587,1,1220,8329,6,3,0,0,69,552670.6096,5282995.946,5.588271707
588,2.75,2310,7851,8,4,0,0,26,561174.624,5266306.738,5.772395061
589,3.5,3770,8501,10,3,0,0,7,560351.0094,5280425.237,6.008600172
590,1.75,1670,8511,7,3,0,0,30,554707.0203,5241613.134,5.414973348
591,2.75,2550,7725,8,5,0,0,48,562388.6301,5265374.812,5.681241237
592,2.75,2190,11060,7,4,0,0,42,559433.3267,5282071.927,5.84509804
593,1.5,1210,12500,7,3,0,0,53,548875.5418,5261267.242,5.410777233
594,1.75,1780,5000,6,3,0,0,58,548190.8978,5262095.138,5.380211242
595,2.75,2520,5401,7,4,0,0,69,547091.0865,5277057.316,5.875061263
596,1.5,1240,9600,7,3,0,0,44,545568.4113,5240968.513,5.342422681
597,1.75,1260,1133,7,3,0,0,4,548101.3393,5263828.238,5.40654018
598,2.5,2540,6688,9,3,0,0,13,561954.2866,5242318.45,5.562292864
599,1,1440,11925,7,3,0,0,47,552945.3242,5235828.837,5.361538971
600,2.5,3020,15164,8,4,0,0,39,560751.0836,5270848.292,5.892094603
601,1.5,2290,8773,7,4,0,0,68,550251.3176,5285097.448,5.62838893
602,2.5,1480,1369,7,3,0,0,6,565978.7118,5280664.193,5.62324929
603,2.5,2780,6369,8,3,0,0,37,558789.0049,5286411.365,5.703291378
604,4.5,5270,12195,11,3,1,4,36,568444.3402,5268866.051,6.414973348
605,1,920,7276,6,4,0,0,54,559664.3197,5237137.763,5.096910013
606,1,1500,5605,6,5,0,0,73,548234.0043,5265996.634,5.431363764
607,2.5,1790,9787,8,4,0,2,32,561039.106,5264871.511,5.748188027
608,2.25,1430,7222,7,3,0,0,22,560990.7282,5262292.379,5.447158031
609,2.5,1940,5458,7,3,0,0,21,562195.384,5240953.918,5.447158031
610,1,920,6600,6,3,0,0,96,554931.4695,5266011.3,5.620136055
611,2.25,1640,8400,8,4,0,0,53,562301.9967,5266440.914,5.711807229
612,1.5,1280,974,7,3,0,0,12,553027.4936,5284999.867,5.44870632
613,2.25,1230,1097,8,3,0,0,6,547144.1315,5279780.819,5.643452676
614,1.75,1200,4500,7,5,0,0,109,551460.1612,5267102.263,5.633468456
615,2.25,1490,4522,7,3,0,0,6,557478.2391,5290032.873,5.562590225
616,1,1460,11726,6,3,0,0,79,548121.632,5261361.023,5.255272505
617,2,1640,5280,6,5,0,0,105,559486.2681,5239792.274,5.369215857
618,1,1740,4400,7,3,0,0,91,552613.2808,5272725.408,5.582063363
619,3.25,3330,15093,9,3,0,0,27,557044.6028,5265398.011,5.977723605
620,1.5,1220,3568,8,4,0,0,39,551480.1956,5247663.458,5.225309282
621,1.75,2190,9225,7,4,0,0,56,555777.6199,5287626.533,5.574031268
622,2.5,3440,6332,10,3,0,0,14,563597.7035,5264932.133,5.892928982
623,1.75,2160,8000,9,4,0,0,39,546705.5635,5240521.751,5.550228353
624,1.75,2160,7417,7,4,0,0,32,561667.2275,5262410.619,5.550228353
625,2,1180,7793,7,4,0,0,23,561792.3574,5250530.357,5.424718337
626,2.5,2490,5170,9,4,0,0,15,562892.0922,5281474.75,5.860338007
627,1,1310,8514,7,4,0,0,62,548495.7221,5288739.285,5.620136055
628,1.75,1500,8400,7,3,0,0,59,554801.4821,5255773.618,5.462323113
629,1.75,1910,5753,8,3,0,3,74,550502.8779,5282043.066,5.774516966
630,1,1200,7800,7,4,0,0,61,547354.4317,5263099.71,5.439332694
631,1.75,1960,3748,7,3,0,0,50,548839.925,5283462.656,5.618048097
632,1.5,1980,4000,8,3,0,0,96,548751.5854,5276092.897,5.849419414
633,1.75,1530,8152,6,5,0,0,67,550364.2754,5289366.524,5.5289167
634,2.25,2070,7800,7,3,0,0,51,552498.4773,5243526.884,5.445604203
635,2.5,2400,9601,7,5,0,0,38,559167.1037,5286103.982,5.703291378
636,1,1210,4731,7,3,0,0,114,545252.8517,5281633.05,5.45484486
637,1,1110,6060,6,3,0,0,66,548830.3454,5257654.718,5.445604203
638,2.5,2220,6380,8,4,0,0,84,551545.9628,5282896.945,5.812913357
639,1.75,1510,6000,7,3,0,0,68,545894.4251,5266855.823,5.556302501
640,2.25,1470,9140,7,3,0,2,33,548827.3137,5284963.04,5.575187845
641,2.5,3110,11422,9,3,0,0,26,554711.9747,5281358.687,5.966141733
642,2.5,1850,8198,7,3,0,0,22,561412.0945,5250815.346,5.469822016
643,2,1840,16815,7,5,0,0,43,567049.4664,5259302.072,5.591064607
644,1.75,2470,9620,7,4,0,1,53,551310.5891,5249795.898,5.607455023
645,2.5,2360,11254,9,3,0,2,25,550390.5743,5242674.903,5.711807229
646,1.75,1340,16480,7,4,0,0,47,563275.2766,5245955.829,5.378397901
647,1,1740,5719,8,3,0,0,60,549918.6688,5280159.634,5.903089987
648,1.5,1750,9780,7,4,0,0,54,557312.539,5291631.811,5.58546073
649,2.5,1495,936,8,3,0,0,9,553002.0147,5271306.253,5.602059991
650,1,1840,3300,6,4,0,0,105,547889.3416,5280453.784,5.69019608
651,2.25,2670,9040,8,3,0,0,60,550793.3376,5257237.95,5.531415046
652,3,4150,7500,11,5,0,4,106,547930.8683,5275408.098,6.486430479
653,1,1140,5500,6,3,0,0,68,547957.5318,5263004.595,5.397766256
654,1.75,1510,11120,8,4,0,0,31,563301.5157,5271420.041,5.69019608
655,2.5,3120,5001,9,3,0,0,10,549235.3611,5236252.375,5.579783597
656,2.25,1530,7845,7,4,0,0,34,569060.107,5267683.98,5.792391689
657,1.75,1950,10766,6,4,0,3,63,546964.3623,5255405.51,5.825426118
658,1.75,1260,3880,7,5,0,0,97,545702.6905,5281692.141,5.685741739
659,2,1760,5307,7,4,0,0,67,554048.8101,5280029.819,5.795880017
660,1,720,7500,6,3,0,2,90,545774.4031,5262964.873,5.650307523
661,1.75,2170,9752,7,3,0,0,53,550541.7653,5242665.085,5.444044796
662,2.25,2350,12540,8,3,0,0,47,546301.6287,5291277.756,5.703291378
663,1,1320,11090,7,3,0,0,60,552143.8981,5291505.204,5.439332694
664,2.25,2120,3400,7,3,0,0,13,562703.9032,5242882.109,5.461648568
665,1.75,2650,7500,7,4,0,0,53,551173.0899,5291140.874,5.618048097
666,3,1990,6180,7,3,0,0,25,548375.6983,5239623.888,5.436162647
667,2.5,1970,4120,6,3,0,0,88,549224.205,5264582.247,5.464936429
668,2.75,1820,5400,7,4,0,0,27,559850.8136,5263303.16,5.633468456
669,1,970,8580,7,3,0,0,56,552051.938,5242767.158,5.193124598
670,2.5,1190,3000,7,3,0,0,13,554609.0583,5260239.831,5.359835482
671,3.5,4370,12240,11,3,0,0,25,560231.89,5270153.788,6.176091259
672,1.75,1950,8720,7,3,0,0,53,553712.1415,5242982.129,5.437750563
673,2.5,2120,9736,9,3,0,0,27,558553.9579,5287409.348,5.725094521
674,1.75,1670,4200,7,3,0,0,103,546091.435,5270491.778,5.69019608
675,1.75,1580,7344,7,5,0,0,104,546671.5445,5263761.079,5.759667845
676,1.75,1670,6900,7,3,0,0,37,546873.5081,5238411.447,5.380120754
677,3,2930,5500,7,3,0,0,64,554091.3893,5267337.214,5.648360011
678,1.75,2430,11448,7,5,0,1,66,545693.8666,5282814.648,5.851258349
679,2.5,1580,12250,8,3,0,0,22,551709.8737,5247298.707,5.426511261
680,1.75,1620,5500,7,3,0,0,65,551978.7694,5276443.128,5.832508913
681,1.5,1880,11400,7,3,0,0,60,546377.795,5291122.758,5.658011397
682,1,970,4800,6,3,0,0,104,544070.3758,5269275.813,5.495960395
683,1,960,6634,6,3,0,0,63,551742.3382,5286121.991,5.498310554
684,1.75,1690,9826,7,4,0,0,27,547992.6038,5240254.249,5.44870632
685,3.75,3600,16101,9,3,0,0,64,553564.8389,5275512.747,6.284430734
686,2.25,3010,9600,8,3,0,0,37,555223.729,5290677.868,5.698100546
687,1,1710,5000,7,5,0,0,94,546254.4078,5268903.707,5.700703717
688,1,580,1799,7,3,0,0,107,546907.0893,5281246.033,5.519302849
